Woodcock, 64, 0.1, 10000, float64, 0.005562927841453135, 0.004617811718328025
Woodcock, 64, 0.1, 50000, float64, 0.02410259941146209, 0.020426910235778695
Woodcock, 64, 0.1, 100000, float64, 0.04767362446046075, 0.05266392312143209
Woodcock, 64, 0.5, 10000, float64, 0.3096713604583088, 0.32115559049016484
Woodcock, 64, 0.5, 50000, float64, 1.5444441926035468, 1.597566988847202
Woodcock, 64, 0.5, 100000, float64, 3.048418598345748, 2.5156048935632462
Woodcock, 64, 1, 10000, float64, 1.2824691222864786, 1.6037624174787481
Woodcock, 64, 1, 50000, float64, 7.647470403111271, 7.258939579709857
Woodcock, 64, 1, 100000, float64, 14.755197390282063, 16.013941959606335
Woodcock, 128, 0.1, 10000, float64, 0.02577943213488254, 0.025860258807853143
Woodcock, 128, 0.1, 50000, float64, 0.11132142201914519, 0.12808632801859687
Woodcock, 128, 0.1, 100000, float64, 0.22190984447495055, 0.2777893006867771
Woodcock, 128, 0.5, 10000, float64, 1.6700154853641749, 1.5966744742096637
Woodcock, 128, 0.5, 50000, float64, 7.475503744755358, 6.4745932686349335
Woodcock, 128, 0.5, 100000, float64, 15.595437697816863, 13.18375452297937
Woodcock, 128, 1, 10000, float64, 4.326282738544521, 3.857126239716507
Woodcock, 128, 1, 50000, float64, 20.675594236416728, 24.124423896127865
Woodcock, 64, 0.1, 10000, float32, 0.005076257186196857, 0.004705053206616497
Woodcock, 64, 0.1, 50000, float32, 0.020989275711755906, 0.023397397381130336
Woodcock, 64, 0.1, 100000, float32, 0.05841844011363628, 0.06217923250583657
Woodcock, 64, 0.5, 10000, float32, 0.27939001093512195, 0.36930262832089644
Woodcock, 64, 0.5, 50000, float32, 1.6113280506616454, 1.610126769580262
Woodcock, 64, 0.5, 100000, float32, 3.3779793075164104, 3.045105132408203
Woodcock, 64, 1, 10000, float32, 1.597310823888943, 1.3305592820880818
Woodcock, 64, 1, 50000, float32, 6.850919692071756, 6.8153243095413565
Woodcock, 64, 0.1, 10000, float32, 0.013151243577692494, 0.01230363155990547
Woodcock, 64, 0.1, 50000, float32, 0.024347676593677425, 0.027868559410246796
Woodcock, 64, 0.1, 100000, float32, 0.047902053342251394, 0.049734982256598004
Woodcock, 64, 0.5, 10000, float32, 0.3145962039640189, 0.3619239167715138
Woodcock, 64, 0.5, 50000, float32, 1.5284907972941415, 1.5870004028509186
Woodcock, 64, 0.5, 100000, float32, 3.2662156047852875, 3.1054797988653444
Woodcock, 64, 1, 10000, float32, 1.4085866262048103, 1.3507210689319855
Woodcock, 64, 1, 50000, float32, 6.991512760794652, 6.84024010256875
Woodcock, 64, 1, 100000, float32, 14.191964449903224, 13.962987751108265
Woodcock, 128, 0.1, 10000, float32, 0.02670491041912726, 0.024483243197934712
Woodcock, 128, 0.1, 50000, float32, 0.11705385116069777, 0.12552569478953757
Woodcock, 128, 0.1, 100000, float32, 0.24525880391765753, 0.2507734138921123
Woodcock, 128, 0.5, 10000, float32, 1.4445896095254085, 1.3787696710564035
Woodcock, 128, 0.5, 50000, float32, 6.90997864291414, 7.001323591924859
Woodcock, 128, 0.5, 100000, float32, 13.788261642690912, 12.850651788837695
Woodcock, 128, 1, 10000, float32, 3.4574030057297165, 3.860789775968712
Woodcock, 128, 1, 50000, float32, 14.059036476397296, 18.84683839006746
Woodcock, 128, 1, 100000, float32, 34.79365779225722, 37.68608633326119
Woodcock, 256, 0.1, 10000, float32, 0.16257899855196456, 0.1932354402750036
Woodcock, 256, 0.1, 50000, float32, 0.8903154981281602, 0.8746915539011866
Woodcock, 256, 0.1, 100000, float32, 1.792839260772837, 1.7750543763209237
Woodcock, 256, 0.5, 10000, float32, 3.550080955073156, 3.797324077740825
Woodcock, 256, 0.5, 50000, float32, 17.969373921775087, 18.942660030603008
Woodcock, 256, 0.5, 100000, float32, 36.44631049285516, 37.96005532143823
Woodcock, 256, 1, 10000, float32, 8.79682757039842, 9.05450290677038
Woodcock, 256, 1, 50000, float32, 45.36667901163821, 44.75129301459924
Woodcock, 256, 1, 100000, float32, 90.44435226105429, 90.48205175137514
Woodcock, 512, 0.1, 10000, float32, 1.179664667237489, 1.1581382300390715
Woodcock, 512, 0.1, 50000, float32, 5.41651406514211, 5.750421026251956
Woodcock, 512, 0.1, 100000, float32, 11.393630678936347, 11.628669385981652
Woodcock, 512, 0.5, 10000, float32, 9.131056555650275, 9.197236151892753
Woodcock, 512, 0.5, 50000, float32, 45.03529649742086, 45.79006762934637
Woodcock, 512, 0.5, 100000, float32, 84.0312371970814, 91.11577559065552
Woodcock, 512, 1, 10000, float32, 8.88208784544895, 9.067748662081613
Woodcock, 512, 1, 50000, float32, 45.49515082105461, 45.60412712640709
Woodcock, 512, 1, 100000, float32, 90.43181684053684, 90.64126767176981
